names	uris
Brandon Printing Co., Nashville	
Brandon, C. E. (Clarence E.)	http://id.loc.gov/authorities/names/no2006133627
Brandon, Margie	http://id.loc.gov/authorities/names/no2010053486
Branen, Jeff T., 1872-1927	http://id.loc.gov/authorities/names/no92032651
Bratton, John W. (John Walter), 1867-1947	http://id.loc.gov/authorities/names/no92012788
Breau, Louis, 1893-1928	http://id.loc.gov/authorities/names/nb2001016503
Breen, Harry J.	http://id.loc.gov/authorities/names/no2002026202
Breen, May Singhi	http://id.loc.gov/authorities/names/n97874187
Breese, Lou	http://id.loc.gov/authorities/names/no98025074
Bren, Joe	http://id.loc.gov/authorities/names/n2008069027
Brennan, J. Keirn, 1873-1948	http://id.loc.gov/authorities/names/no91011429
Brennan, James A. (James Alexander), 1885-1956	http://id.loc.gov/authorities/names/no2002022075
Brent, Earl, 1914-1977	http://id.loc.gov/authorities/names/n85376817
Brett, Elsie K.	
Breuer, Bern. (Bernard), 1808-	http://id.loc.gov/authorities/names/no2007093198
Bréval, J. B. (Jean Baptiste), 1753-1823	http://id.loc.gov/authorities/names/n82043171
Brewer, Don	http://id.loc.gov/authorities/names/no2003092445
Brewster, Jimmy.	
Breyer, Dave	
Bricusse, Leslie	http://id.loc.gov/authorities/names/n86031627
Bridge, Frank, 1879-1941	http://id.loc.gov/authorities/names/n81009699
Bridges, Ethel	http://id.loc.gov/authorities/names/no2005102365
Briggs, C. S.	http://id.loc.gov/authorities/names/nr89005661
Brimhall, John	http://id.loc.gov/authorities/names/n90617560
Bringhurst	
Bristow, Arthur	http://id.loc.gov/authorities/names/no2003025122
Britt, Addy, 1891-1938	http://id.loc.gov/authorities/names/no2008185983
Britten, Benjamin, 1913-1976	http://id.loc.gov/authorities/names/n79105791
Broady, Thos. A.	
Brock, Anna	http://id.loc.gov/authorities/names/no2005102358
Brockenshire, James O. (James Opie), 1865-1938	http://id.loc.gov/authorities/names/no2014156646
Brockman, James	http://id.loc.gov/authorities/names/n92049861
Brockway, W. H. (William H.), -1888	http://id.loc.gov/authorities/names/nr95045635
Brodszky, Nicholas	http://id.loc.gov/authorities/names/n82153092
Brookhouse, Will	
Brooks, Harry, 1895-1970	http://id.loc.gov/authorities/names/n87121594
Brooks, Harvey, 1899-1968	http://id.loc.gov/authorities/names/no2006049229
Brooks, Jack, 1912-1971	http://id.loc.gov/authorities/names/n96011191
Brooks, Joe	http://id.loc.gov/authorities/names/n81004406
Brooks, John Benson, 1917-	http://id.loc.gov/authorities/names/no92025659
Brooks, Shelton	http://id.loc.gov/authorities/names/n93003806
Brown Brothers (New York, N.Y.)	http://id.loc.gov/authorities/names/no2011186492
Brown, A. D., active 1920-1925	http://id.loc.gov/authorities/names/no2016007073
Brown, A. Seymour, 1885-1947	http://id.loc.gov/authorities/names/n00115149
Brown, Abbie Farwell, 1871-1927	http://id.loc.gov/authorities/names/nr96034993
Brown, Albert H.	http://id.loc.gov/authorities/names/no2003055365
Brown, Arthur L.	
Brown, Bertrand, 1888-1964	http://id.loc.gov/authorities/names/no2003006604
Brown, Forman, 1901-1996	http://id.loc.gov/authorities/names/no2008147806
Brown, Francis H. (Francis Henry), 1818-1891	http://id.loc.gov/authorities/names/nr95045637
Brown, Fred	http://id.loc.gov/authorities/names/n91103063
Brown, Hazel	
Brown, Jessie Christian	
Brown, L. Russell	http://id.loc.gov/authorities/names/n2007019324
Brown, Les, 1912-2001	http://id.loc.gov/authorities/names/n82159252
Brown, Lew	http://id.loc.gov/authorities/names/no90010584
Brown, Mary Helen	http://id.loc.gov/authorities/names/no2001036183
Brown, Morgan	
Brown, Nacio Herb, 1896-1964	http://id.loc.gov/authorities/names/n80131750
Brown, Walter H.	http://id.loc.gov/authorities/names/n2011024278
Brown, William Herbert, 1824-1969	
Browne, J. A.	http://id.loc.gov/authorities/names/n2008071908
Browne, Raymond A., 1871-1922	http://id.loc.gov/authorities/names/no2003014508
Browning, Dorothy	
Browning, Elizabeth Barrett, 1806-1861	http://id.loc.gov/authorities/names/n79067862
Browning, Robert, 1812-1889	http://id.loc.gov/authorities/names/n79043688
Bruch, Max, 1838-1920	http://id.loc.gov/authorities/names/n81125409
Bruenner, Leopold	
Bruggeman, Carrie	
Brull, Madam M.	
Brunis, George, 1900-1974	http://id.loc.gov/authorities/names/no93026070
Brunner, C. T. (Christian Traugott), 1792-1874	http://id.loc.gov/authorities/names/no2009039503
Brunner, L. A.	http://id.loc.gov/authorities/names/no2009037627
Bruns, George	http://id.loc.gov/authorities/names/n90714931
Bruyere	
Bryan, Alfred, 1871-1958	http://id.loc.gov/authorities/names/n88051265
Bryan, Vincent, 1883-1937	http://id.loc.gov/authorities/names/nr2006005335
Bryant, Boudleaux	http://id.loc.gov/authorities/names/n93000584
Brymn, J. Tim, 1881-1946	http://id.loc.gov/authorities/names/n95031875
Buck, Dudley, 1839-1909	http://id.loc.gov/authorities/names/n84217193
Buck, Gene	http://id.loc.gov/authorities/names/nb99181430
Buck, Richard Henry, 1870-1956	http://id.loc.gov/authorities/names/no91016068
Buechner, Alvin	http://id.loc.gov/authorities/names/no96013504
Bugbee, L.A.	
Bugbee, W. H.	
Bulhões, Max, 1903-1977	http://id.loc.gov/authorities/names/no2012045817
Bullard, Frederic Field, 1864-1904	http://id.loc.gov/authorities/names/nr2005005230
Bullock, Walter, 1907-1953	http://id.loc.gov/authorities/names/n87916817
Bülow, Hans von, 1830-1894	http://id.loc.gov/authorities/names/n50056208
Burch, Don.	
Burchard, C. (Carl), 1818-1896	http://id.loc.gov/authorities/names/no90014699
Burdick, Irving.	http://id.loc.gov/authorities/names/no2003002768
Burgess, Kendall	http://id.loc.gov/authorities/names/n2008073878
Burgmüller, Friedrich, 1806-1874	http://id.loc.gov/authorities/names/n81055091
Burgmüller, Norbert, 1810-1836	http://id.loc.gov/authorities/names/n83005101
Burke, Bobby	http://id.loc.gov/authorities/names/n2003039552
Burke, Joe, 1884-1950	http://id.loc.gov/authorities/names/no95002533
Burke, Johnny, 1908-1964	http://id.loc.gov/authorities/names/no89004670
Burleigh, H. T. (Harry Thacker), 1866-1949	http://id.loc.gov/authorities/names/n83127097
Burmester, Willy, 1869-1933	http://id.loc.gov/authorities/names/no99008034
Burnam, Edna Mae, 1907-2007	http://id.loc.gov/authorities/names/no2002087359
Burnett, Ernie, 1884-1959	http://id.loc.gov/authorities/names/no94029198
Burnham, Charles S.	http://id.loc.gov/authorities/names/no2012045843
Burnham, Wilbur Herbert, 1887-1974	http://id.loc.gov/authorities/names/nr2005023169
Burns, Annelu	http://id.loc.gov/authorities/names/n2009008580
Burns, James F.	http://id.loc.gov/authorities/names/n84140011
Burns, Ralph	http://id.loc.gov/authorities/names/n82101496
Burns, Robert, 1759-1796	http://id.loc.gov/authorities/names/n78088009
Burrell, James	
Burt, Al	
Burt, Benjamin Hapgood, 1882-	http://id.loc.gov/authorities/names/n92059982
Burtnett, Earl, 1896-1936	http://id.loc.gov/authorities/names/no97010002
Burton, Andy, 1919-2005	http://id.loc.gov/authorities/names/nb2007017305
Burton, Nat, 1901-1945	http://id.loc.gov/authorities/names/no2002029441
Burton, Val, 1900-1981	http://id.loc.gov/authorities/names/n88051338
Burwell, Cliff, 1898-1976	http://id.loc.gov/authorities/names/no98115580
Busch, Lou	http://id.loc.gov/authorities/names/n91071306
Bush, Geoffrey	http://id.loc.gov/authorities/names/n81014129
Bushnell	http://id.loc.gov/authorities/names/no2004035372
Busse, Henry, 1894-1955	http://id.loc.gov/authorities/names/n80163847
Butler, W. H. (William H.), approximately 1848-	
Butterfield, James A., 1837-1891	http://id.loc.gov/authorities/names/nr91025460
Buttons, Red, 1919-2006	http://id.loc.gov/authorities/names/n86114380
Buzzell, Edward, 1895-1985	http://id.loc.gov/authorities/names/n85342787
Buzzi-Peccia, Arturo, 1854-1943	http://id.loc.gov/authorities/names/n97062409
Byrd, Ruth	
Byrnes, Gene	
C.P.	
Caddigan, Jack, 1879-1952	http://id.loc.gov/authorities/names/no93012753
Cadman, Charles Wakefield, 1881-1946	http://id.loc.gov/authorities/names/n81149282
Caesar, Irving, 1895-1996	http://id.loc.gov/authorities/names/no90027480
Cahn, Sammy	http://id.loc.gov/authorities/names/n82096094
Caine, Sid	http://id.loc.gov/authorities/names/no2013016251
Cairns, Clifford	http://id.loc.gov/authorities/names/no2004090991
Caldara, Antonio, 1670-1736	http://id.loc.gov/authorities/names/n80098793
Caldwell, Anne	http://id.loc.gov/authorities/names/nb2009029432
Caldwell, Jane	http://id.loc.gov/authorities/names/n85321688
Calhoun, Charles	http://id.loc.gov/authorities/names/n2001078766
Calhoun, Floride	http://id.loc.gov/authorities/names/no2013015991
Calhoun, Roy	
Callahan, J. Will, 1874-1946	http://id.loc.gov/authorities/names/no93008266
Camacho, Johnnie, 1916-	http://id.loc.gov/authorities/names/no2002057968
Cameron, Al, 1900-1972	http://id.loc.gov/authorities/names/no2009073376
Cameron, W. R. (William Ross), 1893-1971	http://id.loc.gov/authorities/names/no2005086032
Campbell-Tipton, Louis, 1877-1921	http://id.loc.gov/authorities/names/n96094496
Campbell, Ian	http://id.loc.gov/authorities/names/no95057578
Campbell, Jesse H. (Composer)	http://id.loc.gov/authorities/names/no2013050060
Campbell, Jimmy, 1903-1967	http://id.loc.gov/authorities/names/no2007092231
Campbell, Marion	http://id.loc.gov/authorities/names/nr94006348
Campbell, Paul	http://id.loc.gov/authorities/names/n98029223
Campion, Edward	http://id.loc.gov/authorities/names/nr2003024963
Cannon, Bette	http://id.loc.gov/authorities/names/no2008114549
Cannon, Hughie L., 1877-1912	http://id.loc.gov/authorities/names/n00115500
Cantor, Eddie, 1892-1964	http://id.loc.gov/authorities/names/n83046955
Capano, Frank, 1899-1956	http://id.loc.gov/authorities/names/nb2001020145
Cape, Fred	http://id.loc.gov/authorities/names/n2008077335
Capece, D.	
Capers, W. C.	
Caporale, Andrea, active 1735-1757	http://id.loc.gov/authorities/names/n83014261
Capurro, Giovanni, 1859-1920	http://id.loc.gov/authorities/names/nr00025274
Cardillo, S. (Salvatore)	http://id.loc.gov/authorities/names/n97054517
Care, Ralph	http://id.loc.gov/authorities/names/no2008039895
Carey, Bill	http://id.loc.gov/authorities/names/no00088125
Carey, Joseph B.	http://id.loc.gov/authorities/names/no2008105235
Carey, Lewis	
Carle, Frankie, 1903-2001	http://id.loc.gov/authorities/names/n82098372
Carleton, Bob, 1896-1956	http://id.loc.gov/authorities/names/no94002144
Carleton, Bruce	http://id.loc.gov/authorities/names/n2007065931
Carleton, Grace	http://id.loc.gov/authorities/names/n2009011585
Carling, Foster, 1898-1976	http://id.loc.gov/authorities/names/no93022615
Carlton, Harry	http://id.loc.gov/authorities/names/n2008006581
Carme, Liria	
Carmel, Yvonne	
Carmen, Eric	http://id.loc.gov/authorities/names/n92085440
Carmichael, Hoagy, 1899-1981	http://id.loc.gov/authorities/names/n50032462
Carnevali, Vito, 1888-	http://id.loc.gov/authorities/names/no00085396
Carom, A.	
Carpenter, John Alden, 1876-1951	http://id.loc.gov/authorities/names/n84220603
Carr, Howard (Kid Howard)	http://id.loc.gov/authorities/names/n2013039376
Carr, Jimmy	http://id.loc.gov/authorities/names/n00107882
Carr, Michael, 1904-1968	http://id.loc.gov/authorities/names/no2004065263
Carré, Michel, 1819-1872	http://id.loc.gov/authorities/names/n84132579
Cormon, Eugène, 1810-1903	http://id.loc.gov/authorities/names/n82047901
Carroll, Bert	
Carroll, Harry, 1892-1962	http://id.loc.gov/authorities/names/n92119778
Carroll, Lewis, 1832-1898	http://id.loc.gov/authorities/names/n79056546
Carroll, Walter, 1869-1955	http://id.loc.gov/authorities/names/no88003017
Carson, Jenny Lou	http://id.loc.gov/authorities/names/n95114441
Carter, Desmond	http://id.loc.gov/authorities/names/n96028019
Carter, Sidney	http://id.loc.gov/authorities/names/no00041790
Carus, Emma, 1878-1927	http://id.loc.gov/authorities/names/no2006087586
Case, John Carol	http://id.loc.gov/authorities/names/n83178758
Casey, Kenneth, 1899-1965	http://id.loc.gov/authorities/names/n92004073
Casini, Roger	
Cassadó, Gaspar, 1897-1966	http://id.loc.gov/authorities/names/n83051493
Cassel, Irwin M., 1886-1971	http://id.loc.gov/authorities/names/no93028309
Cassen, Edward	http://id.loc.gov/authorities/names/nb2002008587
Castelnuovo-Tedesco, Mario, 1895-1968	http://id.loc.gov/authorities/names/n79105794
Castillo, Jerry	http://id.loc.gov/authorities/names/no98092874
Catalani, Alfredo, 1854-1893	http://id.loc.gov/authorities/names/n83031911
Cates, Paul	http://id.loc.gov/authorities/names/n2006058203
Cathcart, Robert S. Jr.	
Catlin, E. N.	http://id.loc.gov/authorities/names/n2008081908
Caton, Don	
Cavanass, J. M. (James Mulloy), 1842-	http://id.loc.gov/authorities/names/nr2002035462
Cavanaugh, James, 1892-1967	http://id.loc.gov/authorities/names/no2002029454
Centemeri, Pietro	http://id.loc.gov/authorities/names/nr2003018798
Central Co., Cleveland	
Cernicchiaro, Vincenzo, 1858-1928	http://id.loc.gov/authorities/names/n2006067591
Cetera, Peter	http://id.loc.gov/authorities/names/n91116079
Chabrier, Emmanuel, 1841-1894	http://id.loc.gov/authorities/names/n79105801
Chadwick, G. W. (George Whitefield), 1854-1931	http://id.loc.gov/authorities/names/no88006190
Chaffee, Frank	http://id.loc.gov/authorities/names/n92029822
Chaloff, Julius	http://id.loc.gov/authorities/names/n85199785
Chaminade, Cécile, 1857-1944	http://id.loc.gov/authorities/names/n81076989
Chandler, Gus	http://id.loc.gov/authorities/names/no2008187849
Chanler, Theodore, 1902-1961	http://id.loc.gov/authorities/names/n88633313
Chaplin, Charlie, 1889-1977	http://id.loc.gov/authorities/names/n79126907
Chaplin, Saul, 1912-1997	http://id.loc.gov/authorities/names/n93123449
Chapman, Arthur	http://id.loc.gov/authorities/names/n2006160463
Chapman, Edward P.	
Chapman, Henry Grafton	http://id.loc.gov/authorities/names/n85023323
Charig, Phil	http://id.loc.gov/authorities/names/no98021041
Charlap, Moose, 1928-1974	http://id.loc.gov/authorities/names/n81100696
Charles, Bob	http://id.loc.gov/authorities/names/no2009105613
Charles, Dick, 1919-	http://id.loc.gov/authorities/names/no2002100329
Charles, Edwin	http://id.loc.gov/authorities/names/nb2002047021
Charles, Ernest, 1895-1984	http://id.loc.gov/authorities/names/no90005131
Charles, Hugh, 1907-1995	http://id.loc.gov/authorities/names/no2002028374
Charles, Jacques, 1882-1971	http://id.loc.gov/authorities/names/n2002031711
Charles, Ray, 1918-2015	http://id.loc.gov/authorities/names/no91026368
Charles, Wolseley, 1889-1962	http://id.loc.gov/authorities/names/n85378913
Charlesworth, Florence, 1885-1968	http://id.loc.gov/authorities/names/no2003036638
Charlot, Jacques	http://id.loc.gov/authorities/names/n88116206
Charpentier, Gustave, 1860-1956	http://id.loc.gov/authorities/names/n83066447
Chase, H.G.	
Chase, Newell, 1904-1955	http://id.loc.gov/authorities/names/n93022445
Chasins, Abram, 1903-1987	http://id.loc.gov/authorities/names/n80057145
Chelson	
Chenoweth, Wilbur, 1899-1980	http://id.loc.gov/authorities/names/no99051282
Cherkose, Eddie, 1912-1999	http://id.loc.gov/authorities/names/no90023189
Cherry, J. W. (John William), 1824-1889	http://id.loc.gov/authorities/names/n90601729
Chessler, Deborah, 1923-	http://id.loc.gov/authorities/names/no2011184748
Chézy, Helmina von, 1783-1856	http://id.loc.gov/authorities/names/n82058439
Chopin, Frédéric, 1810-1849	http://id.loc.gov/authorities/names/n79127769
Christie, George, 1873-1949	http://id.loc.gov/authorities/names/no2004038660
Christy	
Church, Samuel Harden, 1858-1943	http://id.loc.gov/authorities/names/no90008611
Churchill, Frank, 1901-1942	http://id.loc.gov/authorities/names/no97036202
Ciardi, C.	http://id.loc.gov/authorities/names/n83071516
Cilèa, Francesco, 1866-1950	http://id.loc.gov/authorities/names/n80125361
Ciorciolini, M. (Marcello)	http://id.loc.gov/authorities/names/n2009014789
Citorello, Paolo	http://id.loc.gov/authorities/names/no2009175523
Claassen, Arthur, 1859-1920	http://id.loc.gov/authorities/names/n2009077171
Clapp, Charles, 1899-1962	http://id.loc.gov/authorities/names/nb99074352
Clare, Sidney, 1892-1972	http://id.loc.gov/authorities/names/n85378896
Clare, Sidney, 1892-1972	http://id.loc.gov/authorities/names/n85378896
Whiting, Richard A., 1891-1938	http://id.loc.gov/authorities/names/n85173099
Claribel, 1830-1869	http://id.loc.gov/authorities/names/nr92042807
Clark, Billy	http://id.loc.gov/authorities/names/n2012063384
Clark, C. Frederick	http://id.loc.gov/authorities/names/n2014041032
Clark, Frank	http://id.loc.gov/authorities/names/n88655711
Clark, Thomas, 1854-1943	http://id.loc.gov/authorities/names/no98092551
Clarke, Bert	http://id.loc.gov/authorities/names/n87896815
Clarke, Chas. A.	
Clarke, George	http://id.loc.gov/authorities/names/n94801330
Clarke, Grant	http://id.loc.gov/authorities/names/n81046661
Clarke, H. Pitman	http://id.loc.gov/authorities/names/no2010063320
Clarke, Herb	
Clarke, Herbert L. (Herbert Lincoln), 1867-1945	http://id.loc.gov/authorities/names/n79093346
Clarke, Robert Coningsby, 1879-1934	http://id.loc.gov/authorities/names/n97068303
Clarke, W. M.	
Clarkson, Geoffrey	http://id.loc.gov/authorities/names/n95117174
Clarkson, Harry, 1882-1959	http://id.loc.gov/authorities/names/no2003016933
Clarkson, Jeff	
Clauder, Jos. (Joseph), 1853-1913	http://id.loc.gov/authorities/names/no2002104305
Claypoole, Edward B., 1883-1952	http://id.loc.gov/authorities/names/no98047162
Cleary, Michael H., 1902-1954	http://id.loc.gov/authorities/names/no2005120170
Clementi, Muzio, 1752-1832	http://id.loc.gov/authorities/names/n50041431
Clephane, Elizabeth Cecilia, 1830-1869	http://id.loc.gov/authorities/names/no00099792
Clesi, N. J. (Nicholas Joseph), 1880-1950	http://id.loc.gov/authorities/names/no2006072986
Cliff, Laddie	http://id.loc.gov/authorities/names/nr96044902
Clifford, Gordon, 1902-1968	http://id.loc.gov/authorities/names/nr00037042
Cline, Lawrence	
Clinton, Larry, 1909-1985	http://id.loc.gov/authorities/names/n85156529
Clive, Henry, 1882-1960	http://id.loc.gov/authorities/names/no2012033937
